order,family,species,synonyms,common_names,Phytogeographic_domains,countries,realm,redlistCategory,yearPublished_IUCN,habitats_categories,populationTrend,density_n_km2_Soria_et_al_2021,Endemic_BR,Restricted_Range,dispersal_km,home_range,adult_body_length_mm,Weight_min_g,Weight_max_g,Weight_mean_g,diet_invert,diet_vert_endoterm,diet_vert_ectoterm,diet_vfish,diet_scavenger,diet_fruit,diet_nect,diet_seed,diet_plant_other,diet_gumivore,foraging_stratum,Potential_to_provide_services,cultural_service_charismatic_species,Ref_cultural_service,ecotourism,Ref_ecotourism,carrion_control,carrion_control_low_potential,Ref_carrion_control,pollination,pollination_low_potential,Ref_pollination,top_down_regulation,top_down_regulation_low_potential,Ref_top_down_regulation,seed_dispersal,seed_dispersal_low_potential,Ref_seed_dispersal,pest_and_disease_control,pest_and_disease_control_low_potential,Ref_pest_and_disease_control,nutrient_transporting_horizontal,nutrient_transporting_horizontal,nutrient_transporting_vertical,Ref_nutrient_transporting_vertical,nutrient_transporting_horizontal_and_vertical,nutrient_transporting_horizontal_and_vertical_low_potential,ecosystem_engineering,ecosystem_engineering_low_potential,Ref_ecosystem_engineering,rodent_control,rodent_control_low_potential,Ref_rodent_control,disease_sentinelling,disease_sentinelling_low_potential,Ref_disease_sentinelling,Provide_at_least_one_service,Number_of_services_provided
RODENTIA,CRICETIDAE,Calomys expulsus,NA,Rejected Vesper Mouse,"Ce, Ca",Brazil,Neotropical,Least Concern,2016,"Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Savanna - Dry, Artificial/Terrestrial - Rural Gardens, Shrubland - Subtropical/Tropical Dry, Artificial/Terrestrial - Arable Land",Increasing,NA,1,0,0.2,NA,NA,25,40,33,0,0,0,0,0,0,0,0,100,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Calomys hummelincki,NA,Hummelinck's Vesper Mouse,NA,"Aruba, Curaçao, Colombia, Venezuela, Bolivarian Republic of, Brazil",Neotropical,Least Concern,2016,"Artificial/Terrestrial - Pastureland, Savanna - Dry, Grassland - Subtropical/Tropical Dry",Decreasing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Calomys laucha,NA,Small Vesper Mouse,Pp,"Bolivia, Plurinational States of, Brazil, Argentina, Uruguay, Paraguay",Neotropical,Least Concern,2016,"Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Forest - Subtropical/Tropical Dry, Grassland - Subtropical/Tropical Dry, Artificial/Terrestrial - Arable Land, Artificial/Terrestrial - Plantations, Shrubland - Subtropical/Tropical Dry",Unknown,NA,0,0,0.1,NA,125,16,22,19,0,0,0,0,0,0,0,0,100,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Yeo et al. 2005),1,1
RODENTIA,CRICETIDAE,Calomys tener,NA,Delicate Vesper Mouse,"MA, Ce, Ca","Bolivia, Plurinational States of, Argentina, Brazil",Neotropical,Least Concern,2016,"Artificial/Terrestrial - Urban Areas, Grassland - Subtropical/Tropical Dry, Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Artificial/Terrestrial - Arable Land, Artificial/Terrestrial - Pastureland, Shrubland - Subtropical/Tropical Dry",Increasing,NA,0,0,0.1,NA,97.1,15,25,20,0,0,0,0,0,0,0,0,100,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Calomys tocantinsi,NA,Tocantins Vesper Mouse,Ce,Brazil,Neotropical,Least Concern,2017,"Grassland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland",Unknown,NA,1,0,0.1,NA,NA,15,31,23,0,0,0,0,0,0,0,0,100,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Cerradomys maracajuensis,Oryzomys maracajuensis,Maracaju Rice Rat,Ce,"Paraguay, Brazil, Bolivia, Plurinational States of",Neotropical,Least Concern,2017,"Forest - Subtropical/Tropical Moist Lowland, Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls), Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks",Unknown,NA,0,1,0.2,NA,179,85,143,114,30,6,8,0,0,15,0,15,30,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Cerradomys marinhus,Oryzomys marinhus,Marinho’s Rice Rat,Ce,Brazil,Neotropical,Least Concern,2019,"Shrubland - Subtropical/Tropical Dry, Grassland - Subtropical/Tropical Dry, Savanna - Dry",Unknown,NA,1,0,0.2,NA,179,88,120,104,30,6,8,0,0,15,0,15,30,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Cerradomys scotti,"Cerradomys andersoni, Oryzomys scotti",Lindbergh’s Rice Rat,"Ce, Pt","Bolivia, Plurinational States of, Paraguay, Brazil",Neotropical,Least Concern,2017,"Shrubland - Subtropical/Tropical Dry, Artificial/Terrestrial - Pastureland, Artificial/Terrestrial - Arable Land, Savanna - Dry, Grassland - Subtropical/Tropical Dry",Unknown,NA,0,0,0.2,NA,179,54,126,90,30,6,8,0,0,15,0,15,30,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Cerradomys subflavus,"Oryzomys subflavus, Hesperomys subflavus",Terraced Rice Rat,"MA, Ce","Argentina, Paraguay, Brazil, Bolivia, Plurinational States of",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Lowland, Artificial/Terrestrial - Pastureland, Artificial/Terrestrial - Arable Land",Decreasing,89,0,0,0.2,NA,179,70,115,93,20,0,0,0,0,20,0,20,40,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
DIDELPHIMORPHIA,DIDELPHIDAE,Chironectes minimus,Lutra minima,Water Opossum,"Am, MA, Ce, Pt, Pp","Honduras, Costa Rica, Venezuela, Bolivarian Republic of, Colombia, El Salvador, Ecuador, Suriname, Mexico, French Guiana, Belize, Paraguay, Peru, Nicaragua, Panama, Argentina, Guyana, Bolivia, Plurinational States of, Brazil, Guatemala, Uruguay",Neotropical,Least Concern,2016,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands, Forest - Subtropical/Tropical Moist Lowland, Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls), Forest - Subtropical/Tropical Moist Montane, Forest - Subtropical/Tropical Swamp",Decreasing,NA,0,0,1,NA,298,550,790,670,50,0,0,30,0,0,0,0,20,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Delomys collinus,NA,Montane Delomys,NA,Brazil,Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Lowland, Grassland - Subtropical/Tropical High Altitude, Forest - Subtropical/Tropical Moist Montane",Decreasing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Delomys dorsalis,NA,NA,MA,"Argentina, Brazil",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Montane, Forest - Subtropical/Tropical Moist Lowland",Decreasing,NA,0,0,0.2,NA,185,45,75,60,20,0,0,0,0,10,0,40,30,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Delomys sublineatus,NA,Pallid Atlantic Forest Rat,MA,Brazil,Neotropical,Least Concern,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,1,0,0.3,NA,NA,45,83,64,20,0,0,0,0,10,0,40,30,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Deltamys kempi,Akodon kempi,Kemp's Grass Mouse,Pp,"Argentina, Uruguay, Brazil",Neotropical,Least Concern,2016,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands, Wetlands (inland) - Shrub Dominated Wetlands, Grassland - Subtropical/Tropical Seasonally Wet/Flooded",Unknown,NA,0,0,0.1,NA,140,26,26,26,20,0,0,0,0,10,0,40,30,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Drymoreomys albimaculatus,NA,NA,MA,Brazil,Neotropical,Near Threatened,2019,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Montane",Unknown,NA,1,1,NA,NA,143,50,102,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Euryoryzomys emmonsae,Oryzomys emmonsae,Emmons's Rice Rat,Am,Brazil,Neotropical,Data Deficient,2019,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,1,1,0.1,NA,107,64,78,71,30,6,8,0,0,15,0,15,30,0,ground_level,0,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Euryoryzomys lamia,Oryzomys lamia,Monster Rice Rat,Ce,Brazil,Neotropical,Vulnerable,2018,"Forest - Subtropical/Tropical Dry, Savanna - Dry",Decreasing,NA,1,1,0.2,NA,161,40,85,63,20,0,0,0,0,20,0,20,40,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,1,1
RODENTIA,CRICETIDAE,Euryoryzomys macconnelli,Oryzomys macconnelli,NA,Am,"Suriname, French Guiana, Brazil, Guyana, Peru, Ecuador, Venezuela, Bolivarian Republic of, Colombia",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Montane",Unknown,52,0,0,0.2,NA,188,58,80,69,20,0,0,0,0,20,0,20,40,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Euryoryzomys nitidus,Oryzomys nitidus,NA,Am,"Brazil, Peru, Bolivia, Plurinational States of",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Montane, Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Forest - Subtropical/Tropical Moist Lowland",Stable,NA,0,0,0.2,NA,160,55,70,63,20,0,0,0,0,20,0,20,40,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Euryoryzomys russatus,"Oryzomys russatus, Oryzomys intermedius, Oryzomys kelloggi, Oryzomys intermedia",Russet Rice Rat,MA,"Paraguay, Argentina, Bolivia, Plurinational States of, Brazil",Neotropical,Least Concern,2016,Forest - Subtropical/Tropical Moist Lowland,Stable,NA,0,0,0.2,NA,160,70,100,85,20,0,0,0,0,20,0,20,40,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CAVIIDAE,Galea spixii,NA,Spix's Yellow-toothed Cavy,"Am, MA, Ce, Ca, Pt",Brazil,Neotropical,Least Concern,2016,"Rocky areas (eg. inland cliffs, mountain peaks), Savanna - Dry, Savanna - Moist",Stable,NA,0,0,0.6,0,250,140,560,350,0,0,0,0,0,0,0,0,100,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,1
RODENTIA,CRICETIDAE,Graomys griseoflavus,NA,Gray Leaf-eared Mouse,NA,"Paraguay, Argentina, Bolivia, Plurinational States of, Brazil",Neotropical,Least Concern,2016,Shrubland - Subtropical/Tropical Moist,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x,NA,NA,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Yeo et al. 2005),1,1
CARNIVORA,FELIDAE,Herpailurus yagouaroundi,"Puma yagouaroundi, Herpailurus yagouaroundi, Felis yagouaroundi",Jaguarundi,NA,"Honduras, Paraguay, Peru, Brazil, Guatemala, Bolivia, Plurinational States of, Ecuador, Costa Rica, Guyana, Colombia, Venezuela, Bolivarian Republic of, French Guiana, Uruguay, El Salvador, Mexico, Belize, Argentina, Panama, Suriname, United States, Nicaragua",Neotropical,Least Concern,2015,"Grassland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical Moist, Savanna - Moist, Forest - Subtropical/Tropical Moist Lowland, Savanna - Dry, Forest - Subtropical/Tropical Moist Montane, Forest - Subtropical/Tropical Dry, Grassland - Subtropical/Tropical Seasonally Wet/Flooded",Decreasing,NA,NA,NA,NA,NA,NA,4500,9000,6750,3,90,6,0,0,1,0,0,0,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,1,1,(ADW 2022),1,1,(Winck et al. 2022),1,2
RODENTIA,CRICETIDAE,Holochilus brasiliensis,NA,NA,"MA, Ce","Brazil, Uruguay, Argentina",Neotropical,Least Concern,2016,"Artificial/Aquatic - Irrigated Land (includes irrigation channels), Artificial/Terrestrial - Arable Land, Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands, Wetlands (inland) - Shrub Dominated Wetlands, Forest - Subtropical/Tropical Moist Lowland",Stable,NA,0,0,0.4,NA,216,130,290,210,10,0,0,0,0,0,0,0,90,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Holochilus sciureus,NA,NA,"Am, Ce, Ca","Venezuela, Bolivarian Republic of, Bolivia, Plurinational States of, Suriname, Brazil, Peru, Ecuador, Guyana, French Guiana, Colombia",Neotropical,Least Concern,2016,"Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Wetlands (inland) - Shrub Dominated Wetlands, Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)",Stable,NA,0,0,0.3,NA,1000,90,200,145,10,0,0,0,0,0,0,0,90,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Hylaeamys laticeps,"Oryzomys laticeps, Oryzomys seuanezi",Large-headed Rice Rat,MA,Brazil,Neotropical,Vulnerable,2019,Forest - Subtropical/Tropical Moist Lowland,Decreasing,NA,1,0,0.2,NA,155,51,51,51,20,0,0,0,0,20,0,20,40,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,1
RODENTIA,CRICETIDAE,Hylaeamys megacephalus,"Oryzomys capito, Oryzomys megacephalus",NA,"Am, MA, Ce, Pt","Trinidad and Tobago, Paraguay, Venezuela, Bolivarian Republic of, Suriname, Brazil, French Guiana, Guyana",Neotropical,Least Concern,2016,"Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Forest - Subtropical/Tropical Moist Lowland",Unknown,NA,0,0,0.2,0,155,60,60,60,20,0,0,0,0,20,0,20,40,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Hylaeamys oniscus,Oryzomys oniscus,Sowbug Rice Rat,MA,Brazil,Neotropical,Near Threatened,2017,Forest - Subtropical/Tropical Moist Lowland,Decreasing,NA,1,0,0.2,NA,NA,59,59,59,30,6,8,0,0,15,0,15,30,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Hylaeamys perenensis,NA,NA,Am,"Colombia, Ecuador, Peru, Brazil, Bolivia, Plurinational States of",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Lowland, Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Wetlands (inland) - Shrub Dominated Wetlands, Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Forest - Subtropical/Tropical Swamp",Stable,NA,0,0,0.2,NA,155,60,60,60,20,0,0,0,0,20,0,20,40,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Hylaeamys yunganus,Oryzomys yunganus,NA,Am,"Brazil, French Guiana, Venezuela, Bolivarian Republic of, Peru, Ecuador, Suriname, Guyana, Colombia, Bolivia, Plurinational States of",Neotropical,Least Concern,2016,"Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Forest - Subtropical/Tropical Moist Lowland",Stable,NA,0,0,0.2,NA,176,26,53,40,20,0,0,0,0,20,0,20,40,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,ECHIMYIDAE,Isothrix sinnamariensis,NA,NA,NA,"Guyana, Suriname, French Guiana, Brazil",Neotropical,Least Concern,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,NA,NA,0.5,NA,217,292,292,292,5,0,0,0,0,30,0,20,45,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
RODENTIA,CRICETIDAE,Lundomys molitor,"Holochilus magnus, Hesperomys molitor",Lund’s Amphibious Rat,Pp,"Brazil, Uruguay",Neotropical,Least Concern,2016,"Wetlands (inland) - Shrub Dominated Wetlands, Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands, Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls), Forest - Temperate, Grassland - Temperate",Decreasing,NA,0,0,0.5,NA,NA,280,280,280,10,0,0,0,0,20,0,40,30,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
DIDELPHIMORPHIA,DIDELPHIDAE,Lutreolina crassicaudata,NA,Little Water Opossum,"MA, Ce, Pt, Pp","Paraguay, Brazil, Colombia, Bolivia, Plurinational States of, Argentina, Venezuela, Bolivarian Republic of, Guyana, Suriname, Peru, Uruguay",Neotropical,Least Concern,2016,"Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Swamp, Wetlands (inland) - Shrub Dominated Wetlands",Unknown,NA,0,0,4.4,0,325,200,800,500,60,10,10,10,0,5,0,5,0,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),1,1,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
DIDELPHIMORPHIA,DIDELPHIDAE,Metachirus nudicaudatus,NA,Brown Four-eyed Opossum,"Am, MA, Ce, Pt","Panama, Costa Rica, Mexico, Nicaragua, Peru, Venezuela, Bolivarian Republic of, Argentina, Bolivia, Plurinational States of, Brazil, Colombia, Ecuador, French Guiana, Guyana, Paraguay, Suriname",Neotropical,Least Concern,2021,"Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Shrubland - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level",Stable,22,0,0,0.7,NA,270,300,480,390,30,5,5,0,0,20,0,0,0,0,ground_level,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
RODENTIA,CRICETIDAE,Microakodontomys transitorius,NA,Transitional Colilargo,Ce,Brazil,Neotropical,Endangered,2018,"Shrubland - Subtropical/Tropical Moist, Grassland - Subtropical/Tropical Seasonally Wet/Flooded",Decreasing,NA,1,1,0.1,NA,NA,18,18,18,20,0,0,0,0,10,0,40,30,0,ground_level,0,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0
